,year,geonames_name,geonames_country,geonames_id,geonames_lat,geonames_lng,weight,country_codes,map_year,historical_coutry_name
23949,1990,Berlin,Germany,2950159,52.52437,13.41053,0.5,DEU,1960,East Germany
23950,1990,Frankfurt am Main,Germany,2925533,50.11552,8.68417,0.5,DEU,1960,West Germany
26865,1990,Hanau,Germany,2911007,50.13423,8.91418,0.5,DEU,1960,West Germany
4919,1990,Zagreb,Croatia,3186886,45.81444,15.97798,1.0,HRV,1960,Yugoslavia
26866,1990,Bautzen,Germany,2951881,51.18035,14.43494,0.5,DEU,1960,East Germany
11273,1990,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1960,East Germany
1334,1990,Bonn,Germany,2946447,50.73438,7.09549,1.0,DEU,1960,West Germany
14657,1990,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1960,Poland
1331,1990,Bonn,Germany,2946447,50.73438,7.09549,1.0,DEU,1960,West Germany
14653,1990,Oslo,Norway,3143244,59.91273,10.74609,1.0,NOR,1960,Norway
20022,1990,Cologne,Germany,2886242,50.93333,6.95,1.0,DEU,1960,West Germany
22983,1990,London,United Kingdom,2643743,51.50853,-0.12574,0.5,GBR,1960,United Kingdom
20030,1990,Cologne,Germany,2886242,50.93333,6.95,1.0,DEU,1960,West Germany
1317,1990,Belgrade,Serbia,792680,44.80401,20.46513,1.0,SRB,1960,Yugoslavia
21301,1990,Reinbek,Germany,2848845,53.51703,10.2488,1.0,DEU,1960,West Germany
11302,1990,Berlin,Germany,2950159,52.52437,13.41053,0.5,DEU,1960,East Germany
387,1990,Baarn,Netherlands,2759544,52.21167,5.2875,1.0,NLD,1960,Netherlands
423,1990,London,United Kingdom,2643743,51.50853,-0.12574,0.5,GBR,1960,United Kingdom
27140,1990,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1960,United Kingdom
24137,1990,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1960,East Germany
1199,1990,Alfortville,France,3038213,48.80575,2.4204,1.0,FRA,1960,France
21293,1990,Le Revest-les-Eaux,France,3002357,43.17612,5.92667,0.5,FRA,1960,France
21292,1990,La Tour-d'Aigues,France,3006213,43.72531,5.54796,0.5,FRA,1960,France
3713,1990,Madrid,Spain,3117735,40.4165,-3.70256,1.0,ESP,1960,Spain
705,1990,Evanston,United States,4891382,42.04114,-87.69006,1.0,USA,1960,Spain
7238,1990,Belgrade,Serbia,792680,44.80401,20.46513,1.0,SRB,1960,Yugoslavia
26946,1990,Taipei,Taiwan,1668341,25.04776,121.53185,1.0,TWN,1960,Taiwan
11519,1990,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
16322,1990,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1960,East Germany
21810,1990,Highland Park,United States,4895876,42.18169,-87.80034,1.0,USA,1960,United States
18884,1990,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
12383,1990,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
22913,1990,Antwerp,Belgium,2803138,51.22047,4.40026,1.0,BEL,1960,Belgium
13196,1990,Oslo,Norway,3143244,59.91273,10.74609,1.0,NOR,1960,Norway
396,1990,Baarn,Netherlands,2759544,52.21167,5.2875,1.0,NLD,1960,Netherlands
5434,1990,Martin,Slovakia,3058780,49.06651,18.92399,1.0,SVK,1960,Czechoslovakia
16069,1990,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
21285,1990,Boston,United States,4930956,42.35843,-71.05977,0.5,USA,1960,United States
1306,1990,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
12646,1991,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1960,West Germany
13192,1991,Oslo,Norway,3143244,59.91273,10.74609,1.0,NOR,1960,Norway
17747,1991,Český Krumlov,Czechia,3077889,48.81091,14.31521,1.0,CZE,1960,Czechoslovakia
25625,1991,Toronto,Canada,6167865,43.70011,-79.4163,1.0,CAN,1960,Canada
12351,1991,Porvoo,Finland,660561,60.39233,25.66507,0.3333333333333333,FIN,1960,Finland
6426,1991,Oslo,Norway,3143244,59.91273,10.74609,1.0,NOR,1960,Norway
26012,1991,Stony Brook,United States,5139865,40.92565,-73.14094,1.0,USA,1960,United States
13175,1991,Oslo,Norway,3143244,59.91273,10.74609,1.0,NOR,1960,Norway
25758,1991,Prague,Czechia,3067696,50.08804,14.42076,0.5,CZE,1960,Czechoslovakia
4019,1991,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1960,Yugoslavia
4064,1991,Rome,Italy,3169070,41.89193,12.51133,1.0,ITA,1960,Italy
12761,1991,Thessaloniki,Greece,734077,40.64361,22.93086,1.0,GRC,1960,Greece
624,1991,Venda Nova,Portugal,2732834,41.67282,-7.9594,1.0,PRT,1960,Portugal
622,1991,São Paulo,Brazil,3448439,-23.5475,-46.63611,1.0,BRA,1960,Brazil
24818,1991,Vienna,Austria,2761369,48.20849,16.37208,0.25,AUT,1960,Austria
26011,1991,Stony Brook,United States,5139865,40.92565,-73.14094,1.0,USA,1960,United States
12352,1991,Juva,Finland,655253,61.9,27.85,0.3333333333333333,FIN,1960,Finland
24819,1991,Frankfurt am Main,Germany,2925533,50.11552,8.68417,0.25,DEU,1960,West Germany
12395,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
25645,1991,London,United Kingdom,2643743,51.50853,-0.12574,0.5,GBR,1960,United Kingdom
12421,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
12819,1991,Sarajevo,Bosnia and Herzegovina,3191281,43.84864,18.35644,1.0,BIH,1960,Yugoslavia
17676,1991,Pilsen,Czechia,3068160,49.74747,13.37759,1.0,CZE,1960,Czechoslovakia
12758,1991,Athens,Greece,264371,37.98376,23.72784,1.0,GRC,1960,Greece
6425,1991,Oslo,Norway,3143244,59.91273,10.74609,1.0,NOR,1960,Norway
632,1991,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
6421,1991,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1960,Italy
12353,1991,Helsinki,Finland,658225,60.16952,24.93545,0.3333333333333333,FIN,1960,Finland
625,1991,Bucharest,Romania,683506,44.43225,26.10626,1.0,ROU,1960,Romania
4432,1991,New York,United States,5128581,40.71427,-74.00597,1.0,USA,1960,Romania
6704,1991,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1960,Romania
620,1991,Lisbon,Portugal,2267057,38.71667,-9.13333,1.0,PRT,1960,Romania
966,1991,New York,United States,5128581,40.71427,-74.00597,1.0,USA,1960,Romania
25762,1991,New York,United States,5128581,40.71427,-74.00597,0.5,USA,1960,Romania
7301,1991,Piombino,Italy,3170674,42.92554,10.52585,1.0,ITA,1960,Romania
25763,1991,London,United Kingdom,2643743,51.50853,-0.12574,0.5,GBR,1960,United Kingdom
21425,1991,Paris,France,2988507,48.85341,2.3488,0.5,FRA,1960,France
17299,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
25759,1991,Munich,Germany,2867714,48.13743,11.57549,0.5,DEU,1960,West Germany
13253,1991,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1960,Poland
21454,1991,Martin,Slovakia,3058780,49.06651,18.92399,1.0,SVK,1960,Czechoslovakia
12680,1991,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1960,West Germany
13221,1991,Tehran,Iran,112931,35.69439,51.42151,1.0,IRN,1960,Iran
21506,1991,Reinbek,Germany,2848845,53.51703,10.2488,0.5,DEU,1960,West Germany
13538,1991,Mexico City,Mexico,3530597,19.42847,-99.12766,1.0,MEX,1960,Mexico
13273,1991,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1960,Poland
17285,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
21505,1991,Berlin,Germany,2950159,52.52437,13.41053,0.5,DEU,1960,East Germany
3908,1991,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1960,Italy
25644,1991,New York,United States,5128581,40.71427,-74.00597,0.5,USA,1960,Italy
3911,1991,Viterbo,Italy,3164039,42.41937,12.1056,1.0,ITA,1960,Italy
973,1991,New York,United States,5128581,40.71427,-74.00597,1.0,USA,1960,Italy
17677,1991,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
13499,1991,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1960,Czechoslovakia
26138,1991,Washington,United States,4140963,38.89511,-77.03637,1.0,USA,1960,United States
24820,1991,Stuttgart,Germany,2825297,48.78232,9.17702,0.25,DEU,1960,West Germany
12269,1991,Boston,United States,4930956,42.35843,-71.05977,0.5,USA,1960,United States
12270,1991,London,United Kingdom,2643743,51.50853,-0.12574,0.5,GBR,1960,United Kingdom
12949,1991,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1960,Italy
6337,1991,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1960,United Kingdom
13350,1991,Lisbon,Portugal,2267057,38.71667,-9.13333,1.0,PRT,1960,United Kingdom
12941,1991,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1960,Italy
17058,1991,Munich,Germany,2867714,48.13743,11.57549,1.0,DEU,1960,West Germany
6400,1991,Munich,Germany,2867714,48.13743,11.57549,1.0,DEU,1960,West Germany
3710,1991,Brescia,Italy,3181554,45.53558,10.21472,1.0,ITA,1960,Italy
22033,1991,Vienna,Austria,2761369,48.20849,16.37208,0.5,AUT,1960,Austria
12192,1991,Houten,Netherlands,2753557,52.02833,5.16806,0.5,NLD,1960,Netherlands
17983,1991,Bucharest,Romania,683506,44.43225,26.10626,1.0,ROU,1960,Romania
25353,1991,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
22032,1991,Stuttgart,Germany,2825297,48.78232,9.17702,0.5,DEU,1960,West Germany
808,1991,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
18294,1991,Košice,Slovakia,724443,48.71395,21.25808,1.0,SVK,1960,Czechoslovakia
12513,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
21714,1991,Hanau,Germany,2911007,50.13423,8.91418,1.0,DEU,1960,West Germany
12179,1991,Houten,Netherlands,2753557,52.02833,5.16806,0.5,NLD,1960,Netherlands
810,1991,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
12178,1991,Baarn,Netherlands,2759544,52.21167,5.2875,0.5,NLD,1960,Netherlands
6876,1991,New York,United States,5128581,40.71427,-74.00597,0.5,USA,1960,Netherlands
6875,1991,Tucson,United States,5318313,32.22174,-110.92648,0.5,USA,1960,United States
21329,1991,Zurich,Switzerland,2657896,47.36667,8.55,0.5,CHE,1960,Switzerland
12191,1991,Baarn,Netherlands,2759544,52.21167,5.2875,0.5,NLD,1960,Netherlands
3718,1991,New York,United States,5128581,40.71427,-74.00597,1.0,USA,1960,Netherlands
3626,1991,Erlangen,Germany,2929567,49.59099,11.00783,1.0,DEU,1960,West Germany
17080,1991,Sarajevo,Bosnia and Herzegovina,3191281,43.84864,18.35644,1.0,BIH,1960,Yugoslavia
723,1991,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
12989,1991,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1960,Italy
24960,1991,Mexico City,Mexico,3530597,19.42847,-99.12766,0.5,MEX,1960,Mexico
3620,1991,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
13011,1991,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1960,Italy
7024,1991,Weimar,Germany,2812482,50.9803,11.32903,0.5,DEU,1960,East Germany
21109,1991,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
7025,1991,Berlin,Germany,2950159,52.52437,13.41053,0.5,DEU,1960,East Germany
12977,1991,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1960,Italy
13378,1991,Bucharest,Romania,683506,44.43225,26.10626,1.0,ROU,1960,Romania
4122,1991,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1960,Poland
6472,1991,Istanbul,Turkey,745044,41.01384,28.94966,1.0,TUR,1960,Turkey
6364,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
24959,1991,Barcelona,Spain,3128760,41.38879,2.15899,0.5,ESP,1960,France
18230,1991,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
1174,1991,Antwerp,Belgium,2803138,51.22047,4.40026,1.0,BEL,1960,Belgium
21307,1991,Reinbek,Germany,2848845,53.51703,10.2488,0.5,DEU,1960,West Germany
26177,1991,Prague,Czechia,3067696,50.08804,14.42076,0.5,CZE,1960,Czechoslovakia
12967,1991,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1960,Italy
21308,1991,Hamburg,Germany,2911298,53.55073,9.99302,0.5,DEU,1960,West Germany
12492,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
12219,1991,Houten,Netherlands,2753557,52.02833,5.16806,1.0,NLD,1960,Netherlands
26178,1991,Bautzen,Germany,2951881,51.18035,14.43494,0.5,DEU,1960,East Germany
13392,1991,Bucharest,Romania,683506,44.43225,26.10626,1.0,ROU,1960,Romania
7062,1991,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1960,West Germany
21330,1991,Hamburg,Germany,2911298,53.55073,9.99302,0.5,DEU,1960,West Germany
16964,1991,Lodz,Poland,3093133,51.77058,19.47395,1.0,POL,1960,Poland
3985,1991,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
6452,1991,Stockholm,Sweden,2673730,59.32938,18.06871,1.0,SWE,1960,Austria
12609,1991,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1960,West Germany
12134,1991,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1960,West Germany
21412,1991,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
6602,1991,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
12618,1991,Vienna,Austria,2761369,48.20849,16.37208,0.5,AUT,1960,Austria
25975,1991,Kempsey,Australia,2161658,-31.07898,152.83093,1.0,AUS,1960,Australia
12126,1991,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1960,Australia
3631,1991,Oslo,Norway,3143244,59.91273,10.74609,1.0,NOR,1960,Norway
6603,1991,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
13309,1991,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1960,Poland
10015,1991,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1960,West Germany
6601,1991,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
13458,1991,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1960,Yugoslavia
6604,1991,Senica,Slovakia,3057691,48.67922,17.36697,1.0,SVK,1960,Czechoslovakia
12619,1991,Frankfurt am Main,Germany,2925533,50.11552,8.68417,0.5,DEU,1960,West Germany
17819,1991,New York,United States,5128581,40.71427,-74.00597,1.0,USA,1960,West Germany
21424,1991,Bassac,France,3034714,45.66397,-0.10686,0.5,FRA,1960,France
17816,1991,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1960,United Kingdom
1224,1991,Podkowa Leśna,Poland,761878,52.12237,20.72665,1.0,POL,1960,Poland
13467,1991,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1960,Yugoslavia
6308,1991,Viborg,Denmark,2610319,56.45319,9.40201,1.0,DNK,1960,Denmark
25615,1991,New York,United States,5128581,40.71427,-74.00597,0.5,USA,1960,Denmark
25616,1991,Toronto,Canada,6167865,43.70011,-79.4163,0.5,CAN,1960,Canada
24821,1991,Munich,Germany,2867714,48.13743,11.57549,0.25,DEU,1960,West Germany
13463,1991,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1960,Yugoslavia
6599,1991,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
6592,1991,Rosengarten,Germany,2845014,49.63305,8.39972,1.0,DEU,1960,West Germany
12858,1991,Budapest,Hungary,3054643,47.49835,19.04045,1.0,HUN,1960,Hungary
25341,1991,Munich,Germany,2867714,48.13743,11.57549,1.0,DEU,1960,West Germany
3706,1991,Erlangen,Germany,2929567,49.59099,11.00783,1.0,DEU,1960,West Germany
6847,1991,New York,United States,5128581,40.71427,-74.00597,0.5,USA,1960,West Germany
6846,1991,Oxford,United Kingdom,2640729,51.75222,-1.25596,0.5,GBR,1960,United Kingdom
1049,1991,Munich,Germany,2867714,48.13743,11.57549,1.0,DEU,1960,West Germany
13344,1991,Rio de Janeiro,Brazil,3451190,-22.90642,-43.18223,1.0,BRA,1960,Brazil
17033,1991,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
12169,1991,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1960,Czechoslovakia
6536,1991,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
13341,1991,Lisbon,Portugal,2267057,38.71667,-9.13333,1.0,PRT,1960,Austria
17881,1991,Frankfurt am Main,Germany,2925533,50.11552,8.68417,1.0,DEU,1960,West Germany
6802,1991,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1960,United Kingdom
13338,1991,Lisbon,Portugal,2267057,38.71667,-9.13333,1.0,PRT,1960,United Kingdom
3701,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
13099,1991,Seoul,South Korea,1835848,37.566,126.9784,1.0,KOR,1960,"Korea, Republic of"
1035,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
17019,1991,Martin,Slovakia,3058780,49.06651,18.92399,1.0,SVK,1960,Czechoslovakia
1033,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
21393,1991,Salzburg,Austria,2766824,47.79941,13.04399,0.5,AUT,1960,Austria
12140,1991,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1960,Austria
21394,1991,Vienna,Austria,2761369,48.20849,16.37208,0.5,AUT,1960,Austria
6406,1991,Athens,Greece,264371,37.98376,23.72784,1.0,GRC,1960,Greece
7186,1991,Tel Aviv,Israel,293397,32.08088,34.78057,1.0,ISR,1960,Israel
12595,1991,Vienna,Austria,2761369,48.20849,16.37208,0.5,AUT,1960,Austria
12596,1991,Frankfurt am Main,Germany,2925533,50.11552,8.68417,0.5,DEU,1960,West Germany
12448,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
7283,1991,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
508,1991,Reinbek,Germany,2848845,53.51703,10.2488,1.0,DEU,1960,West Germany
615,1991,Bydgoszcz,Poland,3102014,53.1235,18.00762,1.0,POL,1960,Poland
7895,1991,Porvoo,Finland,660561,60.39233,25.66507,0.3333333333333333,FIN,1960,Finland
1758,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
472,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
11214,1991,Reinbek,Germany,2848845,53.51703,10.2488,1.0,DEU,1960,West Germany
2374,1991,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
19866,1991,Bratislava,Slovakia,3060972,48.14816,17.10674,0.5,SVK,1960,Austria
19865,1991,Budapest,Hungary,3054643,47.49835,19.04045,0.5,HUN,1960,Hungary
19864,1991,Bratislava,Slovakia,3060972,48.14816,17.10674,0.5,SVK,1960,Austria
19863,1991,Budapest,Hungary,3054643,47.49835,19.04045,0.5,HUN,1960,Hungary
15859,1991,New York,United States,5128581,40.71427,-74.00597,1.0,USA,1960,Hungary
23106,1991,New York,United States,5128581,40.71427,-74.00597,0.5,USA,1960,Hungary
22627,1991,Chicago,United States,4887398,41.85003,-87.65005,1.0,USA,1960,United States
11646,1991,Istanbul,Turkey,745044,41.01384,28.94966,1.0,TUR,1960,Turkey
23107,1991,London,United Kingdom,2643743,51.50853,-0.12574,0.5,GBR,1960,United Kingdom
7871,1991,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1960,United Kingdom
19203,1991,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
478,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
1736,1991,Hampden Sydney,United States,4762888,37.24237,-78.45972,1.0,USA,1960,United States
1735,1991,Hampden Sydney,United States,4762888,37.24237,-78.45972,1.0,USA,1960,United States
7896,1991,Juva,Finland,655253,61.9,27.85,0.3333333333333333,FIN,1960,Finland
8914,1991,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
19908,1991,Alfortville,France,3038213,48.80575,2.4204,1.0,FRA,1960,France
7897,1991,Helsinki,Finland,658225,60.16952,24.93545,0.3333333333333333,FIN,1960,Finland
27237,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
23051,1991,Bucharest,Romania,683506,44.43225,26.10626,1.0,ROU,1960,Romania
467,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
26826,1991,New York,United States,5128581,40.71427,-74.00597,0.3333333333333333,USA,1960,France
23052,1991,Madrid,Spain,3117735,40.4165,-3.70256,0.5,ESP,1960,Spain
23053,1991,Mexico City,Mexico,3530597,19.42847,-99.12766,0.5,MEX,1960,Mexico
19919,1991,Alfortville,France,3038213,48.80575,2.4204,1.0,FRA,1960,France
26825,1991,London,United Kingdom,2643743,51.50853,-0.12574,0.3333333333333333,GBR,1960,United Kingdom
26824,1991,Boston,United States,4930956,42.35843,-71.05977,0.3333333333333333,USA,1960,United States
1733,1991,Hampden Sydney,United States,4762888,37.24237,-78.45972,1.0,USA,1960,United States
26823,1991,Boston,United States,4930956,42.35843,-71.05977,0.3333333333333333,USA,1960,United States
26822,1991,London,United Kingdom,2643743,51.50853,-0.12574,0.3333333333333333,GBR,1960,United Kingdom
16422,1991,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
14087,1991,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1960,USSR
26821,1991,New York,United States,5128581,40.71427,-74.00597,0.3333333333333333,USA,1960,USSR
9078,1991,Ploieşti,Romania,670474,44.95,26.01667,1.0,ROU,1960,Romania
8975,1991,Salzburg,Austria,2766824,47.79941,13.04399,1.0,AUT,1960,Austria
8973,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
2271,1991,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
14817,1991,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
3107,1991,Ravensburg,Germany,2849802,47.78198,9.61062,1.0,DEU,1960,West Germany
369,1991,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1960,West Germany
1732,1991,Hampden Sydney,United States,4762888,37.24237,-78.45972,1.0,USA,1960,United States
9754,1991,Stockholm,Sweden,2673730,59.32938,18.06871,1.0,SWE,1960,United States
27324,1991,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1960,United Kingdom
9974,1991,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
2411,1991,Nový Bor,Czechia,3069381,50.75761,14.55555,1.0,CZE,1960,Czechoslovakia
23161,1991,Hauzenberg,Germany,2908661,48.64957,13.62645,0.5,DEU,1960,West Germany
23162,1991,Gifkendorf,Germany,2920475,53.18948,10.54924,0.5,DEU,1960,East Germany
20584,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
16573,1991,Helsinki,Finland,658225,60.16952,24.93545,1.0,FIN,1960,Finland
1637,1991,Saint-Clément-de-Rivière,France,2981073,43.68333,3.83333,1.0,FRA,1960,France
8159,1991,Turin,Italy,3165524,45.07049,7.68682,1.0,ITA,1960,Italy
11108,1991,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1960,Italy
18699,1991,Martin,Slovakia,3058780,49.06651,18.92399,1.0,SVK,1960,Czechoslovakia
7786,1991,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1960,Czechoslovakia
8165,1991,Rome,Italy,3169070,41.89193,12.51133,1.0,ITA,1960,Italy
18679,1991,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1960,Italy
515,1991,Reinbek,Germany,2848845,53.51703,10.2488,1.0,DEU,1960,West Germany
2426,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
27336,1991,Reinbek,Germany,2848845,53.51703,10.2488,1.0,DEU,1960,West Germany
8173,1991,Milan,Italy,3173435,45.46427,9.18951,1.0,ITA,1960,Italy
2432,1991,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1960,East Germany
20574,1991,Bonn,Germany,2946447,50.73438,7.09549,1.0,DEU,1960,West Germany
26700,1991,La Tour-d'Aigues,France,3006213,43.72531,5.54796,1.0,FRA,1960,France
13904,1991,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1960,Poland
14903,1991,Bratislava,Slovakia,3060972,48.14816,17.10674,0.5,SVK,1960,Austria
18752,1991,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
18750,1991,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1960,Czechoslovakia
11173,1991,Helsinki,Finland,658225,60.16952,24.93545,1.0,FIN,1960,Finland
329,1991,Gdansk,Poland,3099434,54.35227,18.64912,1.0,POL,1960,Finland
27309,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
11158,1991,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1960,United Kingdom
4805,1991,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
9840,1991,Athens,Greece,264371,37.98376,23.72784,1.0,GRC,1960,Greece
3077,1991,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
9748,1991,Madrid,Spain,3117735,40.4165,-3.70256,1.0,ESP,1960,Spain
26727,1991,Toulouse,France,2972315,43.60426,1.44367,1.0,FRA,1960,France
14552,1991,Munich,Germany,2867714,48.13743,11.57549,1.0,DEU,1960,West Germany
1700,1991,Mexico City,Mexico,3530597,19.42847,-99.12766,1.0,MEX,1960,Mexico
1696,1991,Mexico City,Mexico,3530597,19.42847,-99.12766,1.0,MEX,1960,Mexico
26723,1991,Viby J,Denmark,2610310,56.12259,10.15145,0.5,DNK,1960,Denmark
26722,1991,Copenhagen,Denmark,2618425,55.67594,12.56553,0.5,DNK,1960,Denmark
490,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
1678,1991,Rome,Italy,3169070,41.89193,12.51133,1.0,ITA,1960,Italy
14902,1991,Budapest,Hungary,3054643,47.49835,19.04045,0.5,HUN,1960,Hungary
6077,1991,Athens,Greece,264371,37.98376,23.72784,1.0,GRC,1960,Greece
7827,1991,Amsterdam,Netherlands,2759794,52.37403,4.88969,1.0,NLD,1960,Netherlands
465,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
23044,1991,Prague,Czechia,3067696,50.08804,14.42076,0.5,CZE,1960,Czechoslovakia
23043,1991,Reinbek,Germany,2848845,53.51703,10.2488,0.5,DEU,1960,West Germany
14599,1991,Munich,Germany,2867714,48.13743,11.57549,1.0,DEU,1960,West Germany
20224,1991,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1960,France
9281,1991,Bratislava,Slovakia,3060972,48.14816,17.10674,1.0,SVK,1960,Austria
