,country,map_year,weights
363,Indonesia,1989,3.0
364,Georgia,1989,2.0
365,Philippines,1989,1.0
366,Colombia,1989,2.333333333333333
367,Kazakhstan,1989,1.0
368,Bahamas,1989,3.0
369,,1989,3.5
370,Vietnam,1989,5.0
371,Iceland,1989,3.0
372,Byelarus,1989,2.5
373,Albania,1989,6.0
374,Sri Lanka,1989,2.0
375,Panama,1989,1.0
376,Czech Republic,2000,439.3666666666666
377,West Germany,2000,515.3999999999996
378,East Germany,2000,515.3999999999996
379,Austria,2000,505.3999999999997
380,Switzerland ger,2000,505.3999999999997
381,Liechtenstein,2000,505.3999999999997
382,Croatia,2000,94.0
383,Bosnia and Herzegovina,2000,94.25
384,Serbia,2000,95.0
385,Montenegro,2000,94.0
386,"Korea, Republic of",2000,27.0
387,Romania,2000,78.0
388,Moldova,2000,78.0
389,Russia,2000,117.5
390,United States,2000,169.28333333333333
391,Switzerland ita,2000,200.0
392,Italy,2000,205.0
393,Denmark,2000,31.5
394,France,2000,318.66666666666674
395,Switzerland fre,2000,311.16666666666674
396,Belgium fre,2000,312.16666666666674
397,Monaco,2000,311.16666666666674
398,Luxembourg,2000,311.16666666666674
399,Japan,2000,69.5
400,Spain,2000,206.41666666666669
401,Catalonia,2000,222.9166666666667
402,Bulgaria,2000,72.0
403,Hungary,2000,237.50000000000003
404,Mexico,2000,22.833333333333332
405,Slovakia,2000,72.83333333333333
406,Poland,2000,282.0
407,Vietnam,2000,16.5
408,Sweden,2000,45.0
409,Finland,2000,27.0
410,Lithuania,2000,17.0
411,Slovenia,2000,105.75
412,United Kingdom,2000,109.53333333333332
413,Ireland,2000,108.33333333333333
414,China,2000,93.08333333333334
415,Norway,2000,33.0
416,Israel,2000,26.0
417,Argentina,2000,19.75
418,Belgium dut,2000,96.0
419,Netherlands,2000,114.5
420,Macedonia,2000,14.0
421,Algeria,2000,19.0
422,Tunisia,2000,19.0
423,Syria,2000,20.0
424,,2000,2.5
425,Estonia,2000,4.0
426,Greece,2000,15.0
427,Indonesia,2000,5.0
428,Iran,2000,23.0
429,Portugal,2000,6.5
430,Sri Lanka,2000,3.0
431,Turkey,2000,40.0
432,Ukraine,2000,13.0
433,Canada,2000,33.333333333333336
434,Albania,2000,8.0
435,Colombia,2000,4.5
436,Australia,2000,8.083333333333332
437,Taiwan,2000,101.41666666666666
438,Brazil,2000,9.5
439,Zimbabwe,2000,3.0
440,Iraq,2000,1.0
441,Ecuador,2000,1.0
442,Iceland,2000,2.0
443,Latvia,2000,8.0
444,Thailand,2000,3.0
445,Pakistan,2000,4.0
446,Bahamas,2000,1.0
447,Byelarus,2000,9.0
448,India,2000,9.0
449,Panama,2000,1.0
450,Georgia,2000,1.0
451,Egypt,2000,1.0
452,Cambodia,2000,1.0
453,United States,2011,116.91666666666667
454,France,2011,191.5
455,Switzerland fre,2011,189.5
456,Belgium fre,2011,189.5
457,Monaco,2011,189.5
458,Luxembourg,2011,189.5
459,Spain,2011,144.58333333333331
460,Catalonia,2011,153.58333333333331
461,Poland,2011,271.5
462,Georgia,2011,5.0
463,West Germany,2011,433.83333333333303
464,East Germany,2011,433.83333333333303
465,Austria,2011,423.4999999999997
466,Switzerland ger,2011,421.49999999999983
467,Liechtenstein,2011,421.49999999999983
468,Romania,2011,43.0
469,Moldova,2011,42.0
470,Czech Republic,2011,318.58333333333337
471,Slovenia,2011,86.0
472,"Korea, Republic of",2011,38.0
473,Russia,2011,109.0
474,Croatia,2011,91.5
475,Bosnia and Herzegovina,2011,91.5
476,Serbia,2011,94.5
477,Montenegro,2011,91.5
478,Algeria,2011,49.0
479,Tunisia,2011,49.0
480,Syria,2011,49.0
481,Belgium dut,2011,95.0
482,Netherlands,2011,97.0
